ip,familia,ptr,asn,asn_name,isp,org,cidade,regiao,pais,pais_cc,continente,lat,lon,timezone,datacenter,resolvedor_publico
2001:67c:124c:e000::4,IPv6,x.ns.se,AS197564,Stiftelsen för internetinfrastruktur (Internetstiftelsen),Stiftelsen for Internetinfrastruktur,Stiftelsen Internetinfrastruktur,Stockholm,Stockholm County,Sweden,SE,Europa,59.3287,18.0717,Europe/Stockholm,não,não
194.146.106.10,IPv4,ch1.dnsnode.net,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
194.146.106.78,IPv4,za1.dnsnode.net,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
194.146.106.50,IPv4,j.ns.at,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
194.146.106.6,IPv4,i.nic.no,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
194.146.106.26,IPv4,fi1.dnsnode.net,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
77.72.229.253,IPv4,d.fi,AS8674,Netnod AB,$Id,Infrastructure addresses for Netnod services,Stockholm,Stockholm County,Sweden,SE,Europa,59.3483,18.0749,Europe/Stockholm,não,não
194.146.106.98,IPv4,c.ns.ie,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
77.72.229.245,IPv4,d.ns.ie,AS8674,Netnod AB,$Id,Infrastructure addresses for Netnod services,Stockholm,Stockholm County,Sweden,SE,Europa,59.3483,18.0749,Europe/Stockholm,não,não
194.146.106.54,IPv4,ns7.dns.net.nz,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
194.146.106.122,IPv4,ns1.ns.il,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
194.146.106.102,IPv4,n.nic.net.sa,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
194.146.106.34,IPv4,cl1.dnsnode.net,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
194.146.106.82,IPv4,pe1.dnsnode.net,AS8674,Netnod AB,Netnod AB,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
194.58.197.4,IPv4,nn.ns.ua,AS8674,Netnod AB,Netnod AB,Netnod NDS,Stockholm,Stockholm County,Sweden,SE,Europa,59.3327,18.0656,Europe/Stockholm,não,não
2a01:3f1:c001::53,IPv6,nn.ns.ua,AS8674,Netnod AB,NDS F,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
194.58.198.32,IPv4,nsp.dnsnode.net,AS56908,Netnod AB,NDS B1,,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
2a01:3f1:3032::53,IPv6,nsp.dnsnode.net,AS56908,Netnod AB,NDS GLOBAL,NETNOD Internet Exchange i Sverige AB,Stockholm,Stockholm County,Sweden,SE,Europa,59.3293,18.0686,Europe/Stockholm,sim,não
203.119.112.112,IPv4,f.dns.id,AS42,"WoodyNet, Inc.","WoodyNet, Inc.",PANDI,Singapore,North West,Singapore,SG,Ásia,1.35208,103.82,Asia/Singapore,sim,não
2001:dd8:1f::f,IPv6,f.dns.id,AS42,"WoodyNet, Inc.","WoodyNet, Inc.",PANDI,Singapore,North West,Singapore,SG,Ásia,1.35208,103.82,Asia/Singapore,não,não
2a03:2880:f1fc:c:face:b00c:0:35,IPv6,c.ns.facebook.com,AS32934,"Facebook, Inc.","Facebook, Inc.",Meta Platforms Ireland Limited,Singapore,North West,Singapore,SG,Ásia,1.35208,103.82,Asia/Singapore,sim,não
2607:f740:e630::1,IPv6,,AS63911,"NetActuate, Inc","NetActuate, Inc","NetActuate, Inc",Singapore,North West,Singapore,SG,Ásia,1.35208,103.82,Asia/Singapore,sim,não
2607:f740:e630:4::1,IPv6,,AS63911,"NetActuate, Inc","NetActuate, Inc","NetActuate, Inc",Singapore,North West,Singapore,SG,Ásia,1.35208,103.82,Asia/Singapore,sim,não
2607:f740:e630:8::1,IPv6,,AS63911,"NetActuate, Inc","NetActuate, Inc","NetActuate, Inc",Singapore,North West,Singapore,SG,Ásia,1.35208,103.82,Asia/Singapore,sim,não
2607:f740:e630:c::1,IPv6,,AS63911,"NetActuate, Inc","NetActuate, Inc","NetActuate, Inc",Singapore,North West,Singapore,SG,Ásia,1.35208,103.82,Asia/Singapore,sim,não
185.7.0.4,IPv4,,AS8517,National Academic Network and Information Center,National Academic Network and Information Center,,Ankara,Ankara,Turkey,TR,Ásia,39.8923,32.7781,Europe/Istanbul,não,não
185.7.0.5,IPv4,,AS8517,National Academic Network and Information Center,National Academic Network and Information Center,,Ankara,Ankara,Turkey,TR,Ásia,39.8923,32.7781,Europe/Istanbul,não,não
185.67.32.53,IPv4,,AS201688,Bilgi Teknolojileri ve iletisim Kurumu,Bilgi Teknolojileri ve iletisim Kurumu,Bilgi Teknolojileri ve iletisim Kurumu,Ankara,Ankara,Turkey,TR,Ásia,39.9024,32.8821,Europe/Istanbul,não,não
31.145.253.159,IPv4,,AS15924,Vodafone Net Iletisim Hizmetler AS,Vodafone Net DSL,,Beyoğlu,Istanbul,Turkey,TR,Ásia,41.069,29.0117,Europe/Istanbul,não,não
31.145.253.160,IPv4,,AS15924,Vodafone Net Iletisim Hizmetler AS,Vodafone Net DSL,,Beyoğlu,Istanbul,Turkey,TR,Ásia,41.069,29.0117,Europe/Istanbul,não,não
2001:a98:13::43,IPv6,,AS8517,National Academic Network and Information Center,National Academic Network and Information Center,Trabis,Istanbul,Istanbul,Turkey,TR,Ásia,41.0082,28.9784,Europe/Istanbul,não,não
2001:a98:13::44,IPv6,,AS8517,National Academic Network and Information Center,National Academic Network and Information Center,Trabis,Istanbul,Istanbul,Turkey,TR,Ásia,41.0082,28.9784,Europe/Istanbul,não,não
88.255.61.201,IPv4,,AS9121,Turk Telekomunikasyon Anonim Sirketi,Turk Telekomunikasyon Anonim Sirketi,Bilgi Teknolojileri Ve Iletisim Kurumu,Istanbul,Istanbul,Turkey,TR,Ásia,41.0082,28.9784,Europe/Istanbul,não,não
195.47.253.1,IPv4,ho1.ns.ua,AS29067,LLC Hostmaster,"LLC ""Hostmaster""",UATLD,Kyiv,Kyiv City,Ukraine,UA,Europa,50.4501,30.5234,Europe/Kiev,sim,não
2001:67c:258::1,IPv6,ho1.ns.ua,AS29067,LLC Hostmaster,"LLC ""Hostmaster""",UATLD,Kyiv,Kyiv City,Ukraine,UA,Europa,50.4557,30.4923,Europe/Kiev,sim,não
2001:500:1::53,IPv6,h.root-servers.net,AS1508,"Headquarters, USAISC","Headquarters, USAISC",U.S. Army Research Laboratory,Adelphi,Maryland,United States,US,América do Norte,39.0285,-76.965,America/New_York,sim,não
199.33.230.1,IPv4,a.ns.gov,AS209242,"Cloudflare London, LLC","Cloudflare London, LLC",.gov TLD,Arlington,Virginia,United States,US,América do Norte,38.8838,-77.1173,America/New_York,sim,não
2001:503:ff40::1,IPv6,a.ns.gov,AS209242,"Cloudflare London, LLC","Cloudflare London, LLC",.gov TLD,Arlington,Virginia,United States,US,América do Norte,38.8838,-77.1173,America/New_York,sim,não
199.33.231.1,IPv4,b.ns.gov,AS209242,"Cloudflare London, LLC","Cloudflare London, LLC",.gov TLD,Arlington,Virginia,United States,US,América do Norte,38.8838,-77.1173,America/New_York,sim,não
2001:503:ff41::1,IPv6,b.ns.gov,AS209242,"Cloudflare London, LLC","Cloudflare London, LLC",.gov TLD,Arlington,Virginia,United States,US,América do Norte,38.8838,-77.1173,America/New_York,sim,não
199.33.232.1,IPv4,c.ns.gov,AS209242,"Cloudflare London, LLC","Cloudflare London, LLC",.gov TLD,Arlington,Virginia,United States,US,América do Norte,38.8838,-77.1173,America/New_York,sim,não
2001:503:ff42::1,IPv6,c.ns.gov,AS209242,"Cloudflare London, LLC","Cloudflare London, LLC",.gov TLD,Arlington,Virginia,United States,US,América do Norte,38.8838,-77.1173,America/New_York,sim,não
199.33.233.1,IPv4,d.ns.gov,AS209242,"Cloudflare London, LLC","Cloudflare London, LLC",.gov TLD,Arlington,Virginia,United States,US,América do Norte,38.8838,-77.1173,America/New_York,sim,não
2001:503:ff43::1,IPv6,d.ns.gov,AS209242,"Cloudflare London, LLC","Cloudflare London, LLC",.gov TLD,Arlington,Virginia,United States,US,América do Norte,38.8838,-77.1173,America/New_York,sim,não
2401:fd80:400::1,IPv6,dns2.nic.uk,AS43519,Nominet UK,Nominet UK,NOMINET UK,Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,não,não
2610:a1:3280::53,IPv6,ns128.ultradns2.org,AS399169,"Vercara, LLC",Neustar Security Services,"Vercara, LLC",Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,não,não
205.251.198.171,IPv4,ns-1707.awsdns-21.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.193.8,IPv4,ns-264.awsdns-33.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
98.82.161.185,IPv4,ec2-98-82-161-185.compute-1.amazonaws.com,AS14618,"Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
98.87.170.71,IPv4,ec2-98-87-170-71.compute-1.amazonaws.com,AS14618,"Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
98.87.170.74,IPv4,ec2-98-87-170-74.compute-1.amazonaws.com,AS14618,"Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
205.251.192.106,IPv4,ns-106.awsdns-13.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.199.68,IPv4,ns-1860.awsdns-40.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.192.179,IPv4,ns-179.awsdns-22.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.199.195,IPv4,ns-1987.awsdns-56.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.193.165,IPv4,ns-421.awsdns-52.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
162.159.44.157,IPv4,jermaine.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.199.192,IPv4,ns-1984.awsdns-56.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.192.81,IPv4,ns-81.awsdns-10.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
3.211.157.115,IPv4,ec2-3-211-157-115.compute-1.amazonaws.com,AS14618,"Amazon.com, Inc.",Amazon Technologies Inc.,AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
3.225.92.8,IPv4,ec2-3-225-92-8.compute-1.amazonaws.com,AS14618,"Amazon.com, Inc.",Amazon Technologies Inc.,AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
54.160.93.182,IPv4,ec2-54-160-93-182.compute-1.amazonaws.com,AS14618,"Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
2600:1f18:631e:2f83:49ee:beaa:2dfd:ae8f,IPv6,,AS14618,"Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
2600:1f18:631e:2f84:4f7a:4092:e2e9:c617,IPv6,,AS14618,"Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
2600:1f18:631e:2f85:93a9:f7b0:d18:89a7,IPv6,,AS14618,"Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
205.251.198.236,IPv4,ns-1772.awsdns-29.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.193.131,IPv4,ns-387.awsdns-48.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
162.159.44.109,IPv4,randy.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.192.137,IPv4,ns-137.awsdns-17.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.199.163,IPv4,ns-1955.awsdns-52.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
34.194.97.138,IPv4,ec2-34-194-97-138.compute-1.amazonaws.com,AS14618,"Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
34.235.198.240,IPv4,ec2-34-235-198-240.compute-1.amazonaws.com,AS14618,"Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
52.200.142.250,IPv4,ec2-52-200-142-250.compute-1.amazonaws.com,AS14618,"Amazon.com, Inc.","Amazon.com, Inc.",AWS EC2 (us-east-1),Ashburn,Virginia,United States,US,América do Norte,39.04372,-77.48749,America/New_York,sim,não
205.251.199.254,IPv4,ns-2046.awsdns-63.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.193.228,IPv4,ns-484.awsdns-60.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.199.189,IPv4,ns-1981.awsdns-55.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.192.207,IPv4,ns-207.awsdns-25.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
45.54.30.1,IPv4,ns01.netlifydns.com,AS63911,"NetActuate, Inc","NetActuate, Inc","NetActuate, Inc",Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
45.54.30.65,IPv4,ns02.netlifydns.com,AS63911,"NetActuate, Inc","NetActuate, Inc","NetActuate, Inc",Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
45.54.30.129,IPv4,ns03.netlifydns.com,AS63911,"NetActuate, Inc","NetActuate, Inc","NetActuate, Inc",Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
45.54.30.193,IPv4,ns04.netlifydns.com,AS63911,"NetActuate, Inc","NetActuate, Inc","NetActuate, Inc",Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
162.159.44.158,IPv4,casey.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.199.36,IPv4,ns-1828.awsdns-36.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.193.85,IPv4,ns-341.awsdns-42.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.198.33,IPv4,ns-1569.awsdns-04.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.193.84,IPv4,ns-340.awsdns-42.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.198.75,IPv4,ns-1611.awsdns-09.co.uk,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
205.251.192.187,IPv4,ns-187.awsdns-23.com,AS16509,"Amazon.com, Inc.",Amazon.com,AWS Route 53 (GLOBAL),Ashburn,Virginia,United States,US,América do Norte,39.0438,-77.4874,America/New_York,sim,não
8.8.8.8,IPv4,dns.google,AS15169,Google LLC,Google LLC,Google Public DNS,Ashburn,Virginia,United States,US,América do Norte,39.03,-77.5,America/New_York,sim,sim
8.8.4.4,IPv4,dns.google,AS15169,Google LLC,Google LLC,Google Public DNS,Ashburn,Virginia,United States,US,América do Norte,39.03,-77.5,America/New_York,sim,sim
2001:418:1::39,IPv6,rip.psg.com,AS3130,RGnet OU,NTT America,"RGnet, Inc",Bainbridge Island,Washington,United States,US,América do Norte,47.6107,-122.575,America/Los_Angeles,não,não
65.22.199.1,IPv4,t.au,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc.",Bellevue,Washington,United States,US,América do Norte,47.6181,-122.201,America/Los_Angeles,sim,não
199.249.113.1,IPv4,a2.info.afilias-nst.info,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc",Bellevue,Washington,United States,US,América do Norte,47.6181,-122.201,America/Los_Angeles,sim,não
2001:500:41::1,IPv6,a2.info.afilias-nst.info,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc",Bellevue,Washington,United States,US,América do Norte,47.6181,-122.201,America/Los_Angeles,sim,não
199.249.121.1,IPv4,b2.info.afilias-nst.org,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc",Bellevue,Washington,United States,US,América do Norte,47.6181,-122.201,America/Los_Angeles,sim,não
2001:500:49::1,IPv6,b2.info.afilias-nst.org,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc",Bellevue,Washington,United States,US,América do Norte,47.6181,-122.201,America/Los_Angeles,sim,não
65.22.163.17,IPv4,a2.nic.io,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc.",Bellevue,Washington,United States,US,América do Norte,47.6181,-122.201,America/Los_Angeles,sim,não
199.115.156.1,IPv4,a2.xxx.afilias-nst.info,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc",Bellevue,Washington,United States,US,América do Norte,47.6181,-122.201,America/Los_Angeles,sim,não
2001:500:a4::1,IPv6,a2.xxx.afilias-nst.info,AS12041,"Afilias, Inc.",Afilias Ltd,"Afilias, Inc",Bellevue,Washington,United States,US,América do Norte,47.6181,-122.201,America/Los_Angeles,sim,não
199.115.157.1,IPv4,b2.xxx.afilias-nst.info,AS207266,Identity Digital Limited,Afilias Ltd,"Afilias, Inc",Bellevue,Washington,United States,US,América do Norte,47.6181,-122.201,America/Los_Angeles,sim,não
