ip,familia,ptr,asn,asn_name,isp,org,cidade,regiao,pais,pais_cc,continente,lat,lon,timezone,datacenter,resolvedor_publico
162.159.8.55,IPv4,ns4.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
162.159.2.9,IPv4,ns5.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
162.159.9.55,IPv4,ns5.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
162.159.3.11,IPv4,ns6.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
162.159.5.6,IPv4,ns6.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
162.159.4.8,IPv4,ns7.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
162.159.6.6,IPv4,ns7.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.16.132.229,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.16.133.229,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
2603:1061:0:10::27,IPv6,ns1-39.azure-dns.com,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
2603:1061:14:126::1,IPv6,,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.66.0.227,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
2620:4d:4000:6259:7:8:0:1,IPv6,ns8.demysdns.com,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.8,IPv4,dns2.p08.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
2620:4d:4000:6259:7:8:0:3,IPv6,dns3.p08.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.72,IPv4,dns4.p08.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
108.162.192.97,IPv4,diva.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.32.97,IPv4,diva.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
173.245.58.97,IPv4,diva.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
108.162.195.157,IPv4,jermaine.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.35.157,IPv4,jermaine.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.65.251.78,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
184.85.248.65,IPv4,ns5-65.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
2620:4d:4000:6259:7:7:0:1,IPv6,dns1.p07.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
184.85.248.66,IPv4,a9-66.akam.net,AS21342,Akamai International B.V.,Akamai International B.V.,"Akamai Technologies, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
2a02:26f0:117::42,IPv6,ns5-66.akam.net,AS21342,Akamai International B.V.,Akamai International B.V,Akamai Technologies,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
2603:1061:0:700::2,IPv6,ns1-02.azure-dns.com,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.18.33.45,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.154.211,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
108.162.192.119,IPv4,isla.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.32.119,IPv4,isla.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
173.245.58.119,IPv4,isla.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
108.162.195.109,IPv4,randy.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.35.109,IPv4,randy.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
2620:4d:4000:6259:7:9:0:1,IPv6,dns1.p09.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.9,IPv4,ns5.demysdns.co.uk,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
2620:4d:4000:6259:7:1:0:1,IPv6,dns1.p01.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
2620:4d:4000:6259:7:2:0:1,IPv6,dns1.p02.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.1,IPv4,dns2.p01.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
198.51.45.2,IPv4,dns2.p02.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
2620:4d:4000:6259:7:1:0:3,IPv6,dns3.p01.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.65,IPv4,dns4.p01.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
64.68.197.10,IPv4,dns4.easydns.info,AS16686,"easyDNS Technologies, Inc.","easyDNS Technologies, Inc.","easyDNS Technologies, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6591,-79.5136,America/Toronto,sim,não
108.162.192.195,IPv4,meera.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.32.195,IPv4,meera.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
173.245.58.195,IPv4,meera.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
108.162.193.220,IPv4,pablo.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.33.220,IPv4,pablo.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
173.245.59.220,IPv4,pablo.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.16.212.131,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.16.213.131,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
108.162.193.72,IPv4,bayan.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.33.72,IPv4,bayan.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
173.245.59.72,IPv4,bayan.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
108.162.192.219,IPv4,sandy.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.32.219,IPv4,sandy.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
173.245.58.219,IPv4,sandy.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.17.134.117,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.17.135.117,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
2620:4d:4000:6259:7:13:0:1,IPv6,dns1.p13.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.13,IPv4,dns2.p13.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
2620:4d:4000:6259:7:4:0:1,IPv6,dns1.p04.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.4,IPv4,dns2.p04.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
2620:4d:4000:6259:7:4:0:3,IPv6,dns3.p04.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.68,IPv4,dns4.p04.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
2620:4d:4000:6259:7:9:0:3,IPv6,ns6.demysdns.co.uk,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.73,IPv4,ns7.demysdns.com,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
2603:1061:0:700::cc,IPv6,ns1-204.azure-dns.com,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
2620:4d:4000:6259:7:5:0:1,IPv6,dns1.p05.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.5,IPv4,dns2.p05.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
2620:4d:4000:6259:7:5:0:3,IPv6,dns3.p05.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,não
198.51.45.69,IPv4,dns4.p05.nsone.net,AS62597,IBM,IBM,IBM,Toronto,Ontario,Canada,CA,América do Norte,43.6445,-79.3843,America/Toronto,sim,não
108.162.195.158,IPv4,casey.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.35.158,IPv4,casey.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
108.162.192.243,IPv4,zita.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.32.243,IPv4,zita.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
173.245.58.243,IPv4,zita.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.18.10.47,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.18.11.47,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.53.68,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.52.59,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
172.64.52.216,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
162.159.8.154,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
162.159.9.208,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
162.159.10.128,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
162.159.11.186,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.18.26.22,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
104.18.27.22,IPv4,,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.","Cloudflare, Inc.",Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,sim,não
76.76.2.0,IPv4,p0.freedns.controld.com,AS398962,CONTROLD INC.,Controld Inc.,Controld Inc,Toronto,Ontario,Canada,CA,América do Norte,43.6465,-79.4024,America/Toronto,sim,sim
76.76.10.0,IPv4,s0.freedns.controld.com,AS398962,CONTROLD INC.,Controld Inc.,Controld Inc,Toronto,Ontario,Canada,CA,América do Norte,43.6465,-79.4024,America/Toronto,sim,sim
199.85.126.10,IPv4,,AS12008,"Vercara, LLC","Vercara, LLC",Gen Digital Inc,Toronto,Ontario,Canada,CA,América do Norte,43.6532,-79.3832,America/Toronto,não,sim
147.185.34.1,IPv4,controld.com,AS398962,CONTROLD INC.,Controld Inc.,Controld Inc,Toronto,Ontario,Canada,CA,América do Norte,43.6465,-79.4024,America/Toronto,sim,não
2606:1a40:3::1,IPv6,controld.com,AS398962,CONTROLD INC.,Controld Inc.,Controld Inc,Toronto,Ontario,Canada,CA,América do Norte,43.6465,-79.4024,America/Toronto,sim,não
185.70.42.150,IPv4,185-70-42-150.protonmail.ch,AS62371,Proton AG,Proton AG,Proton Technologies AG,Plan-les-Ouates,Geneva,Switzerland,CH,Europa,46.1679,6.10681,Europe/Zurich,não,não
185.70.42.45,IPv4,185-70-42-45.protonmail.ch,AS62371,Proton AG,Proton AG,Proton Technologies AG,Plan-les-Ouates,Geneva,Switzerland,CH,Europa,46.1679,6.10681,Europe/Zurich,não,não
2001:620:0:ff::20,IPv6,,AS559,SWITCH,SWITCH,SWITCH,Winterthur,Zurich,Switzerland,CH,Europa,47.4907,8.7388,Europe/Zurich,não,não
2001:620:0:ff::56,IPv6,a.nic.ch,AS559,SWITCH,SWITCH,SWITCH,Winterthur,Zurich,Switzerland,CH,Europa,47.4907,8.7388,Europe/Zurich,não,não
2001:620:0:ff::58,IPv6,b.nic.ch,AS559,SWITCH,SWITCH,SWITCH,Winterthur,Zurich,Switzerland,CH,Europa,47.4907,8.7388,Europe/Zurich,não,não
2001:620:0:ff::30,IPv6,c.dns.py,AS559,SWITCH,SWITCH,SWITCH,Winterthur,Zurich,Switzerland,CH,Europa,47.4907,8.7388,Europe/Zurich,não,não
130.59.31.20,IPv4,,AS559,SWITCH,SWITCH,SWITCH,Zurich,Zurich,Switzerland,CH,Europa,47.3769,8.54169,Europe/Zurich,não,não
130.59.31.41,IPv4,a.nic.ch,AS559,SWITCH,SWITCH,SWITCH,Zurich,Zurich,Switzerland,CH,Europa,47.3769,8.54169,Europe/Zurich,não,não
130.59.31.43,IPv4,b.nic.ch,AS559,SWITCH,SWITCH,SWITCH,Zurich,Zurich,Switzerland,CH,Europa,47.3769,8.54169,Europe/Zurich,não,não
194.0.17.1,IPv4,e.nic.ch,AS42,"WoodyNet, Inc.","WoodyNet, Inc.",SWITCH,Zurich,Zurich,Switzerland,CH,Europa,47.3769,8.54169,Europe/Zurich,sim,não
130.59.31.30,IPv4,c.dns.py,AS559,SWITCH,SWITCH,SWITCH,Zurich,Zurich,Switzerland,CH,Europa,47.3769,8.54169,Europe/Zurich,não,não
2a01:111:4000:10::27,IPv6,ns3-39.azure-dns.org,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Limited,Zurich,Zurich,Switzerland,CH,Europa,47.3769,8.54169,Europe/Zurich,sim,não
2a01:111:4000:700::2,IPv6,ns3-02.azure-dns.org,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Limited,Zurich,Zurich,Switzerland,CH,Europa,47.3769,8.54169,Europe/Zurich,sim,não
2a01:111:4000:700::cc,IPv6,ns3-204.azure-dns.org,AS8075,Microsoft Corporation,Microsoft Corporation,Microsoft Limited,Zurich,Zurich,Switzerland,CH,Europa,47.3769,8.54169,Europe/Zurich,sim,não
190.124.27.10,IPv4,a.nic.cl,AS52304,NIC Chile,NIC Chile,NIC Chile,Santiago,Santiago Metropolitan,Chile,CL,América do Sul,-33.44,-70.6454,America/Santiago,não,não
2001:1398:121:0:190:124:27:10,IPv6,a.nic.cl,AS52304,NIC Chile,NIC Chile,NIC Chile,Santiago,Santiago Metropolitan,Chile,CL,América do Sul,-33.44,-70.6454,America/Santiago,não,não
200.7.4.7,IPv4,b.nic.cl,AS52234,NIC Chile,NIC Chile,NIC Chile,Santiago,Santiago Metropolitan,Chile,CL,América do Sul,-33.44,-70.6454,America/Santiago,não,não
2001:1398:274:0:200:7:4:7,IPv6,b.nic.cl,AS52234,NIC Chile,NIC Chile,NIC Chile,Santiago,Santiago Metropolitan,Chile,CL,América do Sul,-33.44,-70.6454,America/Santiago,não,não
200.16.112.16,IPv4,c.nic.cl,AS52306,NIC Chile,NIC Chile,NIC Chile,Santiago,Santiago Metropolitan,Chile,CL,América do Sul,-33.44,-70.6454,America/Santiago,não,não
2001:1398:275:0:200:16:112:16,IPv6,c.nic.cl,AS52306,NIC Chile,NIC Chile,NIC Chile,Santiago,Santiago Metropolitan,Chile,CL,América do Sul,-33.44,-70.6454,America/Santiago,não,não
200.7.5.14,IPv4,ssdns-tld.nic.cl,AS52305,NIC Chile,NIC Chile,NIC Chile,Santiago,Santiago Metropolitan,Chile,CL,América do Sul,-33.44,-70.6454,America/Santiago,não,não
2001:dc7::1,IPv6,a.dns.cn,AS24151,China Internet Network Infomation Center,China Internet Network Information Center,,Beijing,Beijing,China,CN,Ásia,39.9042,116.407,Asia/Shanghai,não,não
203.119.26.1,IPv4,b.dns.cn,AS24151,China Internet Network Infomation Center,China Internet Network Information Center,,Beijing,Beijing,China,CN,Ásia,39.9042,116.407,Asia/Shanghai,sim,não
2001:dc7:1::1,IPv6,b.dns.cn,AS24151,China Internet Network Infomation Center,China Internet Network Information Center,,Beijing,Beijing,China,CN,Ásia,39.9042,116.407,Asia/Shanghai,sim,não
203.119.27.1,IPv4,c.dns.cn,AS24151,China Internet Network Infomation Center,China Internet Network Information Center,,Beijing,Beijing,China,CN,Ásia,39.9042,116.407,Asia/Shanghai,sim,não
203.119.28.1,IPv4,d.dns.cn,AS24151,China Internet Network Infomation Center,China Internet Network Information Center,,Beijing,Beijing,China,CN,Ásia,39.9042,116.407,Asia/Shanghai,não,não
2001:dc7:1000::1,IPv6,d.dns.cn,AS24151,China Internet Network Infomation Center,China Internet Network Information Center,,Beijing,Beijing,China,CN,Ásia,39.9042,116.407,Asia/Shanghai,sim,não
203.119.29.1,IPv4,e.dns.cn,AS24151,China Internet Network Infomation Center,China Internet Network Information Center,,Beijing,Beijing,China,CN,Ásia,39.9042,116.407,Asia/Shanghai,não,não
2001:dc7:3::1,IPv6,e.dns.cn,AS24151,China Internet Network Infomation Center,China Internet Network Information Center,,Beijing,Beijing,China,CN,Ásia,39.9042,116.407,Asia/Shanghai,sim,não
203.119.25.1,IPv4,a.dns.cn,AS24151,China Internet Network Infomation Center,CNNIC,,Haidian,Beijing,China,CN,Ásia,39.9699,116.34,Asia/Shanghai,sim,não
103.137.60.44,IPv4,ns.cernet.net,AS4538,China Education and Research Network Center,China Education and Research Network Center,China Education and Research Network,Haidian,Beijing,China,CN,Ásia,40.0045,116.329,Asia/Shanghai,não,não
202.112.0.44,IPv4,ns.cernet.net,AS4538,China Education and Research Network Center,China Education and Research Network,CERNET,Haidian,Beijing,China,CN,Ásia,39.9997,116.326,Asia/Shanghai,não,não
202.38.135.44,IPv4,ns.cernet.net,AS24310,Net-Glyph Data Center,Net-Glyph Data Center,Tsinghua University,Haidian,Beijing,China,CN,Ásia,39.9997,116.326,Asia/Shanghai,sim,não
2001:250:c006::44,IPv6,ns.cernet.net,AS4538,China Education and Research Network Center,CERNET,,Haidian,Beijing,China,CN,Ásia,39.9999,116.315,Asia/Shanghai,não,não
2001:7fa:5::44,IPv6,ns.cernet.net,AS24310,Net-Glyph Data Center,China Education and Research Network,,Haidian,Beijing,China,CN,Ásia,39.9997,116.326,Asia/Shanghai,sim,não
2001:dd9::44,IPv6,ns.cernet.net,AS24302,CRIS-CERNET,China Education and Research Network,China Education and Research Network,Haidian,Beijing,China,CN,Ásia,39.9997,116.326,Asia/Shanghai,não,não
2803:f800:50::6ca2:c061,IPv6,diva.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",CloudFlare Latin America S.R.L,San José,Provincia de San José,Costa Rica,CR,América do Norte,9.92807,-84.0907,America/Costa_Rica,sim,não
2803:f800:50::6ca2:c39d,IPv6,jermaine.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",CloudFlare Latin America S.R.L,San José,Provincia de San José,Costa Rica,CR,América do Norte,9.92807,-84.0907,America/Costa_Rica,sim,não
2803:f800:50::6ca2:c077,IPv6,isla.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",CloudFlare Latin America S.R.L,San José,Provincia de San José,Costa Rica,CR,América do Norte,9.92807,-84.0907,America/Costa_Rica,sim,não
2803:f800:50::6ca2:c36d,IPv6,randy.ns.cloudflare.com,AS13335,"Cloudflare, Inc.","Cloudflare, Inc.",CloudFlare Latin America S.R.L,San José,Provincia de San José,Costa Rica,CR,América do Norte,9.92807,-84.0907,America/Costa_Rica,sim,não
